work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
2022,MI,FT,Analyst,30000,EUR,ES,100,ES,M,32974
2022,MI,FT,Engineer,80000,EUR,ES,100,ES,M,87932
2022,MI,FT,Engineer,70000,EUR,ES,100,ES,M,76940
2022,MI,FT,Engineer,80000,GBP,GB,100,GB,M,104702
2022,MI,FT,Engineer,70000,GBP,GB,100,GB,M,91614
2022,MI,FT,Engineer,60000,EUR,ES,100,ES,M,65949
2022,MI,FT,Engineer,80000,EUR,GR,100,GR,M,87932
2022,SE,FT,Engineer,189650,USD,US,0,US,M,189650
2022,SE,FT,Engineer,164996,USD,US,0,US,M,164996
2022,MI,FT,Analyst,40000,EUR,GR,100,GR,M,43966
2022,MI,FT,Analyst,30000,EUR,GR,100,GR,M,32974
2022,MI,FT,Engineer,75000,GBP,GB,100,GB,M,98158
2022,MI,FT,Engineer,60000,GBP,GB,100,GB,M,78526
2022,SE,FT,Scientist,215300,USD,US,0,US,L,215300
2022,MI,FT,Engineer,70000,EUR,GR,100,GR,M,76940
2022,SE,FT,Engineer,209100,USD,US,100,US,L,209100
2022,SE,FT,Engineer,154600,USD,US,100,US,L,154600
2022,SE,FT,Engineer,180000,USD,US,100,US,M,180000
2022,EN,FT,Engineer,20000,EUR,PT,100,PT,L,21983
2022,SE,FT,Engineer,80000,USD,US,100,US,M,80000
2022,MI,FT,Developer,100000,CAD,CA,100,CA,M,78791
2022,EX,FT,Scientist,250000,CAD,CA,50,CA,L,196979
2022,MI,FT,Engineer,120000,USD,US,100,US,S,120000
2022,EN,FT,Engineer,125000,USD,US,0,US,M,125000
2022,MI,FT,Engineer,240000,CNY,US,50,US,L,37236
2022,SE,FT,Engineer,105000,USD,US,100,US,M,105000
2022,SE,FT,Engineer,80000,EUR,DE,0,DE,M,87932
2022,MI,FT,Analyst,1400000,INR,IN,100,IN,M,18442
2022,MI,FT,Scientist,2400000,INR,IN,100,IN,L,31615
2022,MI,FT,Engineer,53000,EUR,PT,50,PT,L,58255
2022,EN,FT,Analyst,100000,USD,US,50,US,L,100000
2022,MI,PT,Engineer,50000,EUR,DE,50,DE,L,54957
2022,EN,FT,Scientist,1400000,INR,IN,100,IN,M,18442
2022,SE,FT,Scientist,148000,EUR,DE,100,DE,M,162674
2022,EN,FT,Engineer,120000,USD,US,100,US,M,120000
2022,SE,FT,Scientist,144000,USD,US,50,US,L,144000
2022,SE,FT,Scientist,104890,USD,US,100,US,M,104890
2022,SE,FT,Engineer,100000,USD,US,100,US,M,100000
2022,SE,FT,Scientist,140000,USD,US,100,US,M,140000
2022,MI,FT,Analyst,135000,USD,US,100,US,M,135000
2022,MI,FT,Analyst,50000,USD,US,100,US,M,50000
2022,SE,FT,Scientist,220000,USD,US,100,US,M,220000
2022,SE,FT,Scientist,140000,USD,US,100,US,M,140000
2022,MI,FT,Scientist,140000,GBP,GB,0,GB,M,183228
2022,MI,FT,Scientist,70000,GBP,GB,0,GB,M,91614
2022,SE,FT,Scientist,185100,USD,US,100,US,M,185100
2022,SE,FT,Engineer,220000,USD,US,100,US,M,220000
2022,MI,FT,Scientist,200000,USD,US,100,US,M,200000
2022,MI,FT,Scientist,120000,USD,US,100,US,M,120000
2022,SE,FT,Engineer,120000,USD,AE,100,AE,S,120000
2022,SE,FT,Engineer,65000,USD,AE,100,AE,S,65000
2022,EX,FT,Engineer,324000,USD,US,100,US,M,324000
2022,EX,FT,Engineer,216000,USD,US,100,US,M,216000
2022,SE,FT,Engineer,210000,USD,US,100,US,M,210000
2022,SE,FT,Engineer,120000,USD,US,100,US,M,120000
2022,SE,FT,Scientist,230000,USD,US,100,US,M,230000
2022,EN,PT,Scientist,100000,USD,DZ,50,DZ,M,100000
2022,MI,FL,Scientist,100000,USD,CA,100,US,M,100000
2022,EN,CT,Scientist,29000,EUR,TN,100,CZ,M,31875
2022,SE,FT,Data,200000,USD,MY,100,US,M,200000
2022,MI,FT,Analyst,75000,USD,CA,100,CA,S,75000
2022,MI,FT,Scientist,150000,PLN,PL,100,PL,L,35590
2022,SE,FT,Developer,100000,CAD,CA,100,CA,M,78791
2022,SE,FT,Scientist,100000,USD,BR,100,US,M,100000
2022,MI,FT,Scientist,153000,USD,US,50,US,M,153000
2022,EN,FT,Engineer,52800,EUR,PK,100,DE,M,58035
2022,SE,FT,Scientist,165000,USD,US,100,US,M,165000
2022,SE,FT,Scientist,85000,EUR,FR,50,FR,L,93427
2022,EN,FT,Scientist,66500,CAD,CA,100,CA,L,52396
2022,SE,FT,Engineer,57000,EUR,NL,100,NL,L,62651
2022,MI,FT,Data,30000,EUR,EE,100,EE,S,32974
2022,EN,FT,Scientist,40000,USD,JP,100,MY,L,40000
2022,MI,FT,Engineer,121000,AUD,AU,100,AU,L,87425
2022,SE,FT,Engineer,115000,USD,US,100,US,M,115000
2022,EN,FT,Scientist,120000,AUD,AU,50,AU,M,86703
2022,MI,FT,Scientist,75000,USD,BO,100,US,L,75000
2022,MI,FT,Scientist,59000,EUR,AT,0,AT,L,64849
2022,EN,FT,Scientist,120000,USD,US,100,US,L,120000
2022,MI,FT,Scientist,157000,USD,US,100,US,L,157000
2022,EN,FT,Engineer,150000,USD,AU,100,AU,S,150000
2022,MI,FT,Analyst,90000,CAD,CA,50,CA,L,70912
2022,EN,FT,Engineer,65000,USD,US,100,US,S,65000
2022,SE,FT,Engineer,65000,EUR,IE,100,IE,S,71444
2022,EN,FT,Engineer,20000,USD,PK,0,PK,M,20000
2022,MI,FT,Scientist,48000,USD,RU,100,US,S,48000
2022,SE,FT,Manager,152500,USD,US,100,US,M,152500
2022,MI,FT,Engineer,62000,EUR,FR,100,FR,M,68147
2022,MI,FT,Scientist,115000,CHF,CH,0,CH,L,122346
2022,SE,FT,Scientist,380000,USD,US,100,US,L,380000
2022,MI,FT,Scientist,88000,CAD,CA,100,CA,M,69336
2022,EN,FT,Engineer,10000,USD,PT,100,LU,M,10000
2022,MI,FT,Analyst,20000,USD,GR,100,GR,S,20000
2022,SE,FT,Analyst,405000,USD,US,100,US,L,405000
2022,MI,FT,Scientist,135000,USD,US,100,US,L,135000
2022,SE,FT,Scientist,177000,USD,US,100,US,L,177000
2022,MI,FT,Scientist,78000,USD,US,100,US,M,78000
2022,SE,FT,Analyst,135000,USD,US,100,US,M,135000
2022,SE,FT,Analyst,100000,USD,US,100,US,M,100000
2022,SE,FT,Analyst,90320,USD,US,100,US,M,90320
2022,MI,FT,Analyst,85000,USD,CA,0,CA,M,85000
2022,MI,FT,Analyst,75000,USD,CA,0,CA,M,75000
2022,SE,FT,Engineer,214000,USD,US,100,US,M,214000
2022,SE,FT,Engineer,192600,USD,US,100,US,M,192600
2022,SE,FT,Architect,266400,USD,US,100,US,M,266400
2022,SE,FT,Architect,213120,USD,US,100,US,M,213120
2022,SE,FT,Analyst,112900,USD,US,100,US,M,112900
2022,SE,FT,Engineer,155000,USD,US,100,US,M,155000
2022,MI,FT,Scientist,141300,USD,US,0,US,M,141300
2022,MI,FT,Scientist,102100,USD,US,0,US,M,102100
2022,SE,FT,Analyst,115934,USD,US,100,US,M,115934
2022,SE,FT,Analyst,81666,USD,US,100,US,M,81666
2022,MI,FT,Engineer,206699,USD,US,0,US,M,206699
2022,MI,FT,Engineer,99100,USD,US,0,US,M,99100
2022,SE,FT,Engineer,130000,USD,US,100,US,M,130000
2022,SE,FT,Engineer,115000,USD,US,100,US,M,115000
2022,SE,FT,Engineer,110500,USD,US,100,US,M,110500
2022,SE,FT,Engineer,130000,USD,US,100,US,M,130000
2022,SE,FT,Analyst,99050,USD,US,100,US,M,99050
2022,SE,FT,Engineer,160000,USD,US,100,US,M,160000
2022,SE,FT,Scientist,205300,USD,US,0,US,L,205300
2022,SE,FT,Scientist,140400,USD,US,0,US,L,140400
2022,SE,FT,Scientist,176000,USD,US,100,US,M,176000
2022,SE,FT,Scientist,144000,USD,US,100,US,M,144000
2022,SE,FT,Engineer,200100,USD,US,100,US,M,200100
2022,SE,FT,Engineer,160000,USD,US,100,US,M,160000
2022,SE,FT,Engineer,145000,USD,US,100,US,M,145000
2022,SE,FT,Engineer,70500,USD,US,0,US,M,70500
2022,SE,FT,Scientist,205300,USD,US,0,US,M,205300
2022,SE,FT,Scientist,140400,USD,US,0,US,M,140400
2022,SE,FT,Engineer,205300,USD,US,0,US,M,205300
2022,SE,FT,Engineer,184700,USD,US,0,US,M,184700
2022,SE,FT,Engineer,175100,USD,US,100,US,M,175100
2022,SE,FT,Engineer,140250,USD,US,100,US,M,140250
2022,SE,FT,Analyst,116150,USD,US,100,US,M,116150
2022,SE,FT,Engineer,54000,USD,US,0,US,M,54000
2022,SE,FT,Analyst,170000,USD,US,100,US,M,170000
2022,MI,FT,Analyst,50000,GBP,GB,0,GB,M,65438
2022,SE,FT,Analyst,80000,USD,US,100,US,M,80000
2022,SE,FT,Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Analyst,100000,USD,US,100,US,M,100000
2022,SE,FT,Analyst,69000,USD,US,100,US,M,69000
2022,SE,FT,Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Analyst,150075,USD,US,100,US,M,150075
2022,SE,FT,Engineer,100000,USD,US,100,US,M,100000
2022,SE,FT,Engineer,25000,USD,US,100,US,M,25000
2022,SE,FT,Analyst,126500,USD,US,100,US,M,126500
2022,SE,FT,Analyst,106260,USD,US,100,US,M,106260
2022,SE,FT,Engineer,220110,USD,US,100,US,M,220110
2022,SE,FT,Engineer,160080,USD,US,100,US,M,160080
2022,SE,FT,Analyst,105000,USD,US,100,US,M,105000
2022,SE,FT,Analyst,110925,USD,US,100,US,M,110925
2022,MI,FT,Analyst,35000,GBP,GB,0,GB,M,45807
2022,SE,FT,Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Analyst,99000,USD,US,0,US,M,99000
2022,SE,FT,Analyst,60000,USD,US,100,US,M,60000
2022,SE,FT,Architect,192564,USD,US,100,US,M,192564
2022,SE,FT,Architect,144854,USD,US,100,US,M,144854
2022,SE,FT,Scientist,230000,USD,US,100,US,M,230000
2022,SE,FT,Scientist,150000,USD,US,100,US,M,150000
2022,SE,FT,Manager,150260,USD,US,100,US,M,150260
2022,SE,FT,Manager,109280,USD,US,100,US,M,109280
2022,SE,FT,Scientist,210000,USD,US,100,US,M,210000
2022,SE,FT,Analyst,170000,USD,US,100,US,M,170000
2022,MI,FT,Scientist,160000,USD,US,100,US,M,160000
2022,MI,FT,Scientist,130000,USD,US,100,US,M,130000
2022,EN,FT,Analyst,67000,USD,CA,0,CA,M,67000
2022,EN,FT,Analyst,52000,USD,CA,0,CA,M,52000
2022,SE,FT,Engineer,154000,USD,US,100,US,M,154000
2022,SE,FT,Engineer,126000,USD,US,100,US,M,126000
2022,SE,FT,Analyst,129000,USD,US,0,US,M,129000
2022,SE,FT,Analyst,150000,USD,US,100,US,M,150000
2022,MI,FT,Scientist,200000,USD,IN,100,US,L,200000
